;Name;Set;Types;Cost;Text;Actions / Villagers;Cards;Buys;Coins / Coffers;Trash / Return;Exile;Junk;Gain;Victory Points;IsCSO;IsOtherThing;IsInSupply;ImagePath
389;Bard;Nocturne;['Action', 'Fate'];$4;+$2Receive a Boon.;;;;+$2;;;;;;False;False;True;card_pictures/Nocturne/Bard.jpg
390;Blessed Village;Nocturne;['Action', 'Fate'];$4;+1 Card+2 ActionsWhen you gain this, take a Boon. Receive it now or at the start of your next turn.;+2;+1;;;;;;;;False;False;True;card_pictures/Nocturne/Blessed_Village.jpg
391;Cemetery;Nocturne;['Victory'];$4;2VPWhen you gain this, trash up to 4 cards from your hand.Heirloom: Haunted Mirror;;;;;*4;;;;2VP;False;False;True;card_pictures/Nocturne/Cemetery.jpg
392;Conclave;Nocturne;['Action'];$4;+$2You may play an Action card from your hand that you don't have a copy of in play. If you do, +1 Action.;P1, +1?;;;+$2;;;;;;False;False;True;card_pictures/Nocturne/Conclave.jpg
393;Devil's Workshop;Nocturne;['Night'];$4;"If the number of cards you've gained this turn is:2+, gain an Imp from its pile;1, gain a card costing up to $4;0, gain a Gold.";;;;;;;;1;;False;False;True;card_pictures/Nocturne/Devil's_Workshop.jpg
394;Exorcist;Nocturne;['Night'];$4;Trash a card from your hand. Gain a cheaper Spirit from one of the Spirit piles.;;;;;1;;;1;;False;False;True;card_pictures/Nocturne/Exorcist.jpg
395;Necromancer;Nocturne;['Action'];$4;Play a face up, non-Duration Action card from the trash, leaving it there and turning it face down for the turn.Setup: Put the 3 Zombies into the trash.;;;;;;;;;;False;False;True;card_pictures/Nocturne/Necromancer.jpg
396;Shepherd;Nocturne;['Action'];$4;+1 ActionDiscard any number of Victory cards, revealing them. +2 Cards per card discarded.Heirloom: Pasture;+1;-X, +2X;;;;;;;;False;False;True;card_pictures/Nocturne/Shepherd.jpg
397;Skulk;Nocturne;['Action', 'Attack', 'Doom'];$4;+1 BuyEach other player receives the next Hex.When you gain this, gain a Gold.;;;+1;;;;;*1;;False;False;True;card_pictures/Nocturne/Skulk.jpg
398;Cobbler;Nocturne;['Night', 'Duration'];$5;At the start of your next turn, gain a card to your hand costing up to $4.;;;;;;;;N 1;;False;False;True;card_pictures/Nocturne/Cobbler.jpg
399;Crypt;Nocturne;['Night', 'Duration'];$5;Set aside any number of Treasures you have in play, face down (under this). While any remain, at the start of each of your turns, put one of them into your hand.;;N+1, NN+1 …;;;;;;;;False;False;True;card_pictures/Nocturne/Crypt.jpg
400;Cursed Village;Nocturne;['Action', 'Doom'];$5;+2 ActionsDraw until you have 6 cards in hand.When you gain this, receive a Hex.;+2;+X;;;;;;;;False;False;True;card_pictures/Nocturne/Cursed_Village.jpg
401;Den of Sin;Nocturne;['Night', 'Duration'];$5;At the start of your next turn, +2 Cards.This is gained to your hand (instead of your discard pile).;;N +2;;;;;;;;False;False;True;card_pictures/Nocturne/Den_of_Sin.jpg
402;Idol;Nocturne;['Treasure', 'Attack', 'Fate'];$5;"$2When you play this, if you then have an odd number of Idols in play, receive a Boon; if an even number, each other player gains a Curse.";;;;+$2;;;1?;;;False;False;True;card_pictures/Nocturne/Idol.jpg
403;Pooka;Nocturne;['Action'];$5;You may trash a Treasure other than Cursed Gold from your hand, for +4 Cards.Heirloom: Cursed Gold;;+4?;;;1?;;;;;False;False;True;card_pictures/Nocturne/Pooka.jpg
404;Sacred Grove;Nocturne;['Action', 'Fate'];$5;+1 Buy+$3Receive a Boon. If it doesn't give +$1, each other player may receive it.;;;+1;+$3;;;;;;False;False;True;card_pictures/Nocturne/Sacred_Grove.jpg
405;Tormentor;Nocturne;['Action', 'Attack', 'Doom'];$5;+$2If you have no other cards in play, gain an Imp from its pile. Otherwise, each other player receives the next Hex.;;;;+$2;;;;1?;;False;False;True;card_pictures/Nocturne/Tormentor.jpg
406;Tragic Hero;Nocturne;['Action'];$5;+3 Cards+1 BuyIf you have 8 or more cards in hand (after drawing), trash this and gain a Treasure.;;+3;+1;;Self?;;;1?;;False;False;True;card_pictures/Nocturne/Tragic_Hero.jpg
407;Vampire;Nocturne;['Night', 'Attack', 'Doom'];$5;Each other player receives the next Hex.Gain a card costing up to $5 other than a Vampire. Exchange this for a Bat.;;;;;Self;;;2;;False;False;True;card_pictures/Nocturne/Vampire.jpg
408;Werewolf;Nocturne;['Action', 'Night', 'Attack', 'Doom'];$5;If it's your Night phase, each other player receives the next Hex. Otherwise, +3 Cards.;;+3?;;;;;;;;False;False;True;card_pictures/Nocturne/Werewolf.jpg
409;Raider;Nocturne;['Night', 'Duration', 'Attack'];$6;Each other player with 5 or more cards in hand discards a copy of a card you have in play (or reveals they can't).At the start of your next turn, +$3.;;;;N +$3;;;;;;False;False;True;card_pictures/Nocturne/Raider.jpg
410;Will-o'-Wisp;Nocturne;['Action', 'Spirit'];$0*;+1 Card+1 ActionReveal the top card of your deck. If it costs $2 or less, put it into your hand.(This is not in the Supply.);+1;+1, +1?;;;;;;;;False;False;False;card_pictures/Nocturne/Will-o'-Wisp.jpg
411;Wish;Nocturne;['Action'];$0*;+1 ActionReturn this to its pile. If you did, gain a card to your hand costing up to $6.(This is not in the Supply.);+1;;;;Self;;;1;;False;False;False;card_pictures/Nocturne/Wish.jpg
412;Bat;Nocturne;['Night'];$2*;Trash up to 2 cards from your hand. If you trashed at least one, exchange this for a Vampire.(This is not in the Supply.);;;;;0-2, Self?;;;1?;;False;False;False;card_pictures/Nocturne/Bat.jpg
413;Imp;Nocturne;['Action', 'Spirit'];$2*;+2 CardsYou may play an Action card from your hand that you don't have a copy of in play.(This is not in the Supply.);P1?;+2;;;;;;;;False;False;False;card_pictures/Nocturne/Imp.jpg
414;Ghost;Nocturne;['Night', 'Duration', 'Spirit'];$4*;Reveal cards from your deck until you reveal an Action. Discard the other cards and set aside the Action. At the start of your next turn, play it twice.(This is not in the Supply.);;;;;;;;;;False;False;False;card_pictures/Nocturne/Ghost.jpg
415;Zombie Apprentice;Nocturne;['Action', 'Zombie'];$3;You may trash an Action card from your hand for +3 Cards and +1 Action.;+1?;+3?;;;1?;;;;;False;False;False;card_pictures/Nocturne/Zombie_Apprentice.jpg
416;Zombie Mason;Nocturne;['Action', 'Zombie'];$3;Trash the top card of your deck. You may gain a card costing up to $1 more than it.;;;;;1;;;1?;;False;False;False;card_pictures/Nocturne/Zombie_Mason.jpg
417;Zombie Spy;Nocturne;['Action', 'Zombie'];$3;+1 Card+1 ActionLook at the top card of your deck. Discard it or put it back.;+1;+1;;;;;;;;False;False;False;card_pictures/Nocturne/Zombie_Spy.jpg
418;Haunted Mirror;Nocturne;['Treasure', 'Heirloom'];$0;$1When you trash this, you may discard an Action card, to gain a Ghost from its pile.;;;;+$1;;;;*1?;;False;False;False;card_pictures/Nocturne/Haunted_Mirror.jpg
419;Magic Lamp;Nocturne;['Treasure', 'Heirloom'];$0;$1When you play this, if there are at least 6 cards that you have exactly 1 copy of in play, trash this. If you do, gain 3 Wishes from their pile.;;;;+$1;Self?;;;3?;;False;False;False;card_pictures/Nocturne/Magic_Lamp.jpg
420;Goat;Nocturne;['Treasure', 'Heirloom'];$2;$1When you play this, you may trash a card from your hand.;;;;+$1;1?;;;;;False;False;False;card_pictures/Nocturne/Goat.jpg
421;Pasture;Nocturne;['Treasure', 'Victory', 'Heirloom'];$2;$1Worth 1VP per Estate you have.;;;;+$1;;;;;XVP;False;False;False;card_pictures/Nocturne/Pasture.jpg
422;Pouch;Nocturne;['Treasure', 'Heirloom'];$2;$1+1 Buy;;;+1;+$1;;;;;;False;False;False;card_pictures/Nocturne/Pouch.jpg
423;Cursed Gold;Nocturne;['Treasure', 'Heirloom'];$4;$3When you play this, gain a Curse.;;;;+$3;;;Self;;;False;False;False;card_pictures/Nocturne/Cursed_Gold.jpg
424;Lucky Coin;Nocturne;['Treasure', 'Heirloom'];$4;$1When you play this, gain a Silver.;;;;+$1;;;;1;;False;False;False;card_pictures/Nocturne/Lucky_Coin.jpg
425;The Earth's Gift;Nocturne;['Boon'];;You may discard a Treasure to gain a card costing up to $4.;;-1?;;;;;;1?;;False;True;False;card_pictures/Nocturne/The_Earth's_Gift.jpg
426;The Field's Gift;Nocturne;['Boon'];;+1 Action+$1(Keep this until Clean-up.);+1;;;+$1;;;;;;False;True;False;card_pictures/Nocturne/The_Field's_Gift.jpg
427;The Flame's Gift;Nocturne;['Boon'];;You may trash a card from your hand.;;;;;1?;;;;;False;True;False;card_pictures/Nocturne/The_Flame's_Gift.jpg
428;The Forest's Gift;Nocturne;['Boon'];;+1 Buy+$1(Keep this until Clean-up.);;;+1;+$1;;;;;;False;True;False;card_pictures/Nocturne/The_Forest's_Gift.jpg
429;The Moon's Gift;Nocturne;['Boon'];;Look through your discard pile. You may put a card from it onto your deck.;;;;;;;;;;False;True;False;card_pictures/Nocturne/The_Moon's_Gift.jpg
430;The Mountain's Gift;Nocturne;['Boon'];;Gain a Silver.;;;;;;;;1;;False;True;False;card_pictures/Nocturne/The_Mountain's_Gift.jpg
431;The River's Gift;Nocturne;['Boon'];;+1 Card at the end of this turn.(Keep this until Clean-up.);;N +1;;;;;;;;False;True;False;card_pictures/Nocturne/The_River's_Gift.jpg
432;The Sea's Gift;Nocturne;['Boon'];;+1 Card;;+1;;;;;;;;False;True;False;card_pictures/Nocturne/The_Sea's_Gift.jpg
433;The Sky's Gift;Nocturne;['Boon'];;You may discard 3 cards to gain a Gold.;;-3?;;;;;;1?;;False;True;False;card_pictures/Nocturne/The_Sky's_Gift.jpg
434;The Sun's Gift;Nocturne;['Boon'];;Look at the top 4 cards of your deck. Discard any number of them and put the rest back in any order.;;;;;;;;;;False;True;False;card_pictures/Nocturne/The_Sun's_Gift.jpg
435;The Swamp's Gift;Nocturne;['Boon'];;Gain a Will-o'-Wisp from its pile.;;;;;;;;1;;False;True;False;card_pictures/Nocturne/The_Swamp's_Gift.jpg
436;The Wind's Gift;Nocturne;['Boon'];;+2 CardsDiscard 2 cards.;;+2,-2;;;;;;;;False;True;False;card_pictures/Nocturne/The_Wind's_Gift.jpg
437;Bad Omens;Nocturne;['Hex'];;Put your deck into your discard pile. Look through it and put 2 Coppers from it onto your deck (or reveal you can't).;;;;;;;;;;False;True;False;card_pictures/Nocturne/Bad_Omens.jpg
438;Delusion;Nocturne;['Hex'];;If you don't have Deluded or Envious, take Deluded.;;;;;;;;;;False;True;False;card_pictures/Nocturne/Delusion.jpg
439;Envy;Nocturne;['Hex'];;If you don't have Deluded or Envious, take Envious.;;;;;;;;;;False;True;False;card_pictures/Nocturne/Envy.jpg
440;Famine;Nocturne;['Hex'];;Reveal the top 3 cards of your deck. Discard the Actions. Shuffle the rest into your deck.;;;;;;;;;;False;True;False;card_pictures/Nocturne/Famine.jpg
441;Fear;Nocturne;['Hex'];;If you have at least 5 cards in hand, discard an Action or Treasure (or reveal you can't).;;-1;;;;;;;;False;True;False;card_pictures/Nocturne/Fear.jpg
442;Greed;Nocturne;['Hex'];;Gain a Copper onto your deck.;;;;;;;1;;;False;True;False;card_pictures/Nocturne/Greed.jpg
443;Haunting;Nocturne;['Hex'];;If you have at least 4 cards in hand, put one of them onto your deck.;;-1;;;;;;;;False;True;False;card_pictures/Nocturne/Haunting.jpg
444;Locusts;Nocturne;['Hex'];;Trash the top card of your deck. If it's Copper or Estate, gain a Curse. Otherwise, gain a cheaper card that shares a type with it.;;;;;1;;1?;1?;;False;True;False;card_pictures/Nocturne/Locusts.jpg
445;Misery;Nocturne;['Hex'];;If this is your first Misery this game, take Miserable. Otherwise, flip it over to Twice Miserable.;;;;;;;;;-2VP;False;True;False;card_pictures/Nocturne/Misery.jpg
446;Plague;Nocturne;['Hex'];;Gain a Curse to your hand.;;;;;;;1;;;False;True;False;card_pictures/Nocturne/Plague.jpg
447;Poverty;Nocturne;['Hex'];;Discard down to 3 cards in hand.;;-X;;;;;;;;False;True;False;card_pictures/Nocturne/Poverty.jpg
448;War;Nocturne;['Hex'];;Reveal cards from your deck until revealing one costing $3 or $4. Trash it and discard the rest.;;;;;1;;;;;False;True;False;card_pictures/Nocturne/War.jpg
449;Deluded;Nocturne;['State'];;At the start of your Buy phase, return this, and you can't buy Actions this turn.;;;;;;;;;;False;True;False;card_pictures/Nocturne/Deluded.jpg
450;Envious;Nocturne;['State'];;At the start of your Buy phase, return this, and Silver and Gold make $1 this turn.;;;;(-$x);;;;;;False;True;False;card_pictures/Nocturne/Envious.jpg
451;Lost in the Woods;Nocturne;['State'];;At the start of your turn, you may discard a card to receive a Boon.;;-1?;;;;;;;;False;True;False;card_pictures/Nocturne/Lost_in_the_Woods.jpg
452;Miserable;Nocturne;['State'];;-2VP;;;;;;;;;-2VP;False;True;False;card_pictures/Nocturne/Miserable.jpg
453;Twice Miserable;Nocturne;['State'];;-4VP;;;;;;;;;-4VP;False;True;False;card_pictures/Nocturne/Twice_Miserable.jpg
454;Border Guard;Renaissance;['Action'];$2;+1 ActionReveal the top 2 cards of your deck. Put one into your hand and discard the other. If both were Actions, take the Lantern or Horn.;+1;+1;;;;;;;;False;False;True;card_pictures/Renaissance/Border_Guard.jpg
455;Ducat;Renaissance;['Treasure'];$2;+1 Coffers+1 BuyWhen you gain this, you may trash a Copper from your hand.;;;+1;+1;*1;;;;;False;False;True;card_pictures/Renaissance/Ducat.jpg
456;Lackeys;Renaissance;['Action'];$2;+2 CardsWhen you gain this, +2 Villagers.;*+2;+2;;;;;;;;False;False;True;card_pictures/Renaissance/Lackeys.jpg
457;Acting Troupe;Renaissance;['Action'];$3;+4 VillagersTrash this.;+4;;;;Self;;;;;False;False;True;card_pictures/Renaissance/Acting_Troupe.jpg
458;Cargo Ship;Renaissance;['Action', 'Duration'];$3;+$2Once this turn, when you gain a card, you may set it aside face up (on this). At the start of your next turn, put it into your hand.;;N +1;;+$2;;;;;;False;False;True;card_pictures/Renaissance/Cargo_Ship.jpg
459;Experiment;Renaissance;['Action'];$3;+2 Cards+1 ActionReturn this to the Supply.When you gain this, gain another Experiment (that doesn't come with another).;+1;+2;;;Self;;;*1;;False;False;True;card_pictures/Renaissance/Experiment.jpg
460;Improve;Renaissance;['Action'];$3;+$2At the start of Clean-up, you may trash an Action card you would discard from play this turn, to gain a card costing exactly $1 more than it.;;;;+$2;*1?;;;1?;;False;False;True;card_pictures/Renaissance/Improve.jpg
461;Flag Bearer;Renaissance;['Action'];$4;+$2When you gain or trash this, take the Flag.;;;;+$2;;;;;;False;False;True;card_pictures/Renaissance/Flag_Bearer.jpg
462;Hideout;Renaissance;['Action'];$4;+1 Card+2 ActionsTrash a card from your hand. If it's a Victory card, gain a Curse.;+2;+1;;;1;;Self?;;;False;False;True;card_pictures/Renaissance/Hideout.jpg
463;Inventor;Renaissance;['Action'];$4;Gain a card costing up to $4, then cards cost $1 less this turn (but not less than $0).;;;;R1;;;;1;;False;False;True;card_pictures/Renaissance/Inventor.jpg
464;Mountain Village;Renaissance;['Action'];$4;"+2 ActionsLook through your discard pile and put a card from it into your hand; if you can't, +1 Card.";+2;+1;;;;;;;;False;False;True;card_pictures/Renaissance/Mountain_Village.jpg
465;Patron;Renaissance;['Action', 'Reaction'];$4;"+1 Villager+$2When something causes you to reveal this (using the word ""reveal""), +1 Coffers.";+1;;;+$2*+1;;;;;;False;False;True;card_pictures/Renaissance/Patron.jpg
466;Priest;Renaissance;['Action'];$4;+$2Trash a card from your hand. For the rest of this turn, when you trash a card, +$2.;;;;+$2,+$x;1;;;;;False;False;True;card_pictures/Renaissance/Priest.jpg
467;Research;Renaissance;['Action', 'Duration'];$4;+1 ActionTrash a card from your hand. Per $1 it costs, set aside a card from your deck face down (on this). At the start of your next turn, put those cards into your hand.;+1;N +X;;;1;;;;;False;False;True;card_pictures/Renaissance/Research.jpg
468;Silk Merchant;Renaissance;['Action'];$4;+2 Cards+1 BuyWhen you gain or trash this, +1 Coffers and +1 Villager.;*+1;+2*+1;+1;;;;;;;False;False;True;card_pictures/Renaissance/Silk_Merchant.jpg
469;Old Witch;Renaissance;['Action', 'Attack'];$5;+3 CardsEach other player gains a Curse and may trash a Curse from their hand.;;+3;;;;;1;;;False;False;True;card_pictures/Renaissance/Old_Witch.jpg
470;Recruiter;Renaissance;['Action'];$5;+2 CardsTrash a card from your hand. +1 Villager per $1 it costs.;+X;+2;;;1;;;;;False;False;True;card_pictures/Renaissance/Recruiter.jpg
471;Scepter;Renaissance;['Treasure'];$5;"When you play this, choose one: +$2; or replay an Action card you played this turn that's still in play.";P1?;;;+$2?;;;;;;False;False;True;card_pictures/Renaissance/Scepter.jpg
472;Scholar;Renaissance;['Action'];$5;Discard your hand. +7 Cards.;;-X,+7;;;;;;;;False;False;True;card_pictures/Renaissance/Scholar.jpg
473;Sculptor;Renaissance;['Action'];$5;Gain a card to your hand costing up to $4. If it's a Treasure, +1 Villager.;+1?;;;;;;;1;;False;False;True;card_pictures/Renaissance/Sculptor.jpg
474;Seer;Renaissance;['Action'];$5;+1 Card+1 ActionReveal the top 3 cards of your deck. Put the ones costing from $2 to $4 into your hand. Put the rest back in any order.;+1;+1-4;;;;;;;;False;False;True;card_pictures/Renaissance/Seer.jpg
475;Spices;Renaissance;['Treasure'];$5;$2+1 BuyWhen you gain this, +2 Coffers.;;;+1;+$2*+2;;;;;;False;False;True;card_pictures/Renaissance/Spices.jpg
476;Swashbuckler;Renaissance;['Action'];$5;+3 CardsIf your discard pile has any cards in it: +1 Coffers, then if you have at least 4 Coffers tokens, take the Treasure Chest.;;+3;;+1?;;;;;;False;False;True;card_pictures/Renaissance/Swashbuckler.jpg
477;Treasurer;Renaissance;['Action'];$5;"+$3Choose one: Trash a Treasure from your hand; or gain a Treasure from the trash to your hand; or take the Key.";;;;+$3;1?;;;1?;;False;False;True;card_pictures/Renaissance/Treasurer.jpg
478;Villain;Renaissance;['Action', 'Attack'];$5;+2 CoffersEach other player with 5 or more cards in hand discards one costing $2 or more (or reveals they can't).;;;;+2;;;;;;False;False;True;card_pictures/Renaissance/Villain.jpg
479;Flag;Renaissance;['Artifact'];;When drawing your hand, +1 Card.;;+1;;;;;;;;False;True;False;card_pictures/Renaissance/Flag.jpg
480;Horn;Renaissance;['Artifact'];;Once per turn, when you discard a Border Guard from play, you may put it onto your deck.;;;;;;;;;;False;True;False;card_pictures/Renaissance/Horn.jpg
481;Key;Renaissance;['Artifact'];;At the start of your turn, +$1.;;;;+$1;;;;;;False;True;False;card_pictures/Renaissance/Key.jpg
482;Lantern;Renaissance;['Artifact'];;Border Guards you play reveal 3 cards and discard 2. (It takes all 3 being Actions to take the Horn.);;;;;;;;;;False;True;False;card_pictures/Renaissance/Lantern.jpg
483;Treasure Chest;Renaissance;['Artifact'];;At the start of your Buy phase, gain a Gold.;;;;;;;;1;;False;True;False;card_pictures/Renaissance/Treasure_Chest.jpg
484;Cathedral;Renaissance;['Project'];$3;At the start of your turn, trash a card from your hand.;;;;;N... 1;;;;;True;False;False;card_pictures/Renaissance/Cathedral.jpg
485;City Gate;Renaissance;['Project'];$3;At the start of your turn, +1 Card, then put a card from your hand onto your deck.;;N... +1,-1;;;;;;;;True;False;False;card_pictures/Renaissance/City_Gate.jpg
486;Pageant;Renaissance;['Project'];$3;At the end of your Buy phase, you may pay $1 for +1 Coffers.;;;;N... (-$1, +1)?;;;;;;True;False;False;card_pictures/Renaissance/Pageant.jpg
487;Sewers;Renaissance;['Project'];$3;When you trash a card other than with this, you may trash a card from your hand.;;;;;**1?;;;;;True;False;False;card_pictures/Renaissance/Sewers.jpg
488;Star Chart;Renaissance;['Project'];$3;When you shuffle, you may pick one of the cards to go on top.;;;;;;;;;;True;False;False;card_pictures/Renaissance/Star_Chart.jpg
489;Exploration;Renaissance;['Project'];$4;At the end of your Buy phase, if you didn't buy any cards, +1 Coffers and +1 Villager.;**+1?;;;**+1?;;;;;;True;False;False;card_pictures/Renaissance/Exploration.jpg
490;Fair;Renaissance;['Project'];$4;At the start of your turn, +1 Buy.;;;N... +1;;;;;;;True;False;False;card_pictures/Renaissance/Fair.jpg
491;Silos;Renaissance;['Project'];$4;At the start of your turn, discard any number of Coppers, revealed, and draw that many cards.;;N... -X,+X;;;;;;;;True;False;False;card_pictures/Renaissance/Silos.jpg
492;Sinister Plot;Renaissance;['Project'];$4;At the start of your turn, add a token here, or remove your tokens here for +1 Card each.;;N... +X?;;;;;;;;True;False;False;card_pictures/Renaissance/Sinister_Plot.jpg
493;Academy;Renaissance;['Project'];$5;When you gain an Action card, +1 Villager.;**+1;;;;;;;;;True;False;False;card_pictures/Renaissance/Academy.jpg
494;Capitalism;Renaissance;['Project'];$5;During your turns, Actions with +$ amounts in their text are also Treasures.;;;;;;;;;;True;False;False;card_pictures/Renaissance/Capitalism.jpg
495;Fleet;Renaissance;['Project'];$5;After the game ends, there's an extra round of turns just for players with this.;;;;;;;;;;True;False;False;card_pictures/Renaissance/Fleet.jpg
496;Guildhall;Renaissance;['Project'];$5;When you gain a Treasure, +1 Coffers.;;;;**+1;;;;;;True;False;False;card_pictures/Renaissance/Guildhall.jpg
497;Piazza;Renaissance;['Project'];$5;At the start of your turn, reveal the top card of your deck. If it's an Action, play it.;N... P1?;N... P1?;;;;;;;;True;False;False;card_pictures/Renaissance/Piazza.jpg
498;Road Network;Renaissance;['Project'];$5;When another player gains a Victory card, +1 Card.;;**+1;;;;;;;;True;False;False;card_pictures/Renaissance/Road_Network.jpg
499;Barracks;Renaissance;['Project'];$6;At the start of your turn, +1 Action.;N... +1;;;;;;;;;True;False;False;card_pictures/Renaissance/Barracks.jpg
500;Crop Rotation;Renaissance;['Project'];$6;At the start of your turn, you may discard a Victory card for +2 Cards.;;N... -1?,+2?;;;;;;;;True;False;False;card_pictures/Renaissance/Crop_Rotation.jpg
501;Innovation;Renaissance;['Project'];$6;The first time you gain an Action card in each of your turns, you may set it aside. If you do, play it.;**P1?;;;;;;;;;True;False;False;card_pictures/Renaissance/Innovation.jpg
502;Canal;Renaissance;['Project'];$7;During your turns, cards cost $1 less, but not less than $0.;;;;R1, N... R1;;;;;;True;False;False;card_pictures/Renaissance/Canal.jpg
503;Citadel;Renaissance;['Project'];$8;The first time you play an Action card during each of your turns, play it again afterward.;**P1;;;;;;;;;True;False;False;card_pictures/Renaissance/Citadel.jpg
504;Black Cat;Menagerie;['Action', 'Attack', 'Reaction'];$2;+2 CardsIf it isn't your turn, each other player gains a Curse.When another player gains a Victory card, you may play this from your hand.;;+2;;;;;1?;;;False;False;True;card_pictures/Menagerie/Black_Cat.jpg
505;Sleigh;Menagerie;['Action', 'Reaction'];$2;Gain 2 Horses.When you gain a card, you may discard this, to put that card into your hand or onto your deck.;;;;;;;;2;;False;False;True;card_pictures/Menagerie/Sleigh.jpg
506;Supplies;Menagerie;['Treasure'];$2;$1When you play this, gain a Horse onto your deck.;;;;+$1;;;;1;;False;False;True;card_pictures/Menagerie/Supplies.jpg
507;Horse;Menagerie;['Action'];$3*;+2 Cards+1 ActionReturn this to its pile.(This is not in the Supply.);+1;+2;;;;;;;;False;False;False;card_pictures/Menagerie/Horse.jpg
508;Camel Train;Menagerie;['Action'];$3;Exile a non-Victory card from the Supply.When you gain this, Exile a Gold from the Supply.;;;;;;;;;;False;False;True;card_pictures/Menagerie/Camel_Train.jpg
509;Goatherd;Menagerie;['Action'];$3;+1 ActionYou may trash a card from your hand.+1 Card per card the player to your right trashed on their last turn.;+1;+X;;;1?;;;;;False;False;True;card_pictures/Menagerie/Goatherd.jpg
510;Scrap;Menagerie;['Action'];$3;"Trash a card from your hand. Choose a different thing per $1 it costs: +1 Card; +1 Action; +1 Buy; +$1; gain a Silver; gain a Horse.";+1?;+1?;+1?;+$1?;1;;;0-2;;False;False;True;card_pictures/Menagerie/Scrap.jpg
511;Sheepdog;Menagerie;['Action', 'Reaction'];$3;+2 CardsWhen you gain a card, you may play this from your hand.;;+2;;;;;;;;False;False;True;card_pictures/Menagerie/Sheepdog.jpg
512;Snowy Village;Menagerie;['Action'];$3;+1 Card+4 Actions+1 BuyIgnore any further +Actions you get this turn.;+4, -X;+1;+1;;;;;;;False;False;True;card_pictures/Menagerie/Snowy_Village.jpg
513;Stockpile;Menagerie;['Treasure'];$3;$3+1 BuyWhen you play this, Exile it.;;;+1;+$3;;Self;;;;False;False;True;card_pictures/Menagerie/Stockpile.jpg
514;Bounty Hunter;Menagerie;['Action'];$4;+1 ActionExile a card from your hand. If you didn't have a copy of it in Exile, +$3.;+1;;;+$3?;;1;;;;False;False;True;card_pictures/Menagerie/Bounty_Hunter.jpg
515;Cardinal;Menagerie;['Action', 'Attack'];$4;+$2Each other player reveals the top 2 cards of their deck, Exiles one costing from $3 to $6, and discards the rest.;;;;+$2;;;;;;False;False;True;card_pictures/Menagerie/Cardinal.jpg
516;Cavalry;Menagerie;['Action'];$4;Gain 2 Horses.When you gain this, +2 Cards, +1 Buy, and if it's your Buy phase return to your Action phase.;;*+2;*+1;;;;;2;;False;False;True;card_pictures/Menagerie/Cavalry.jpg
517;Groom;Menagerie;['Action'];$4;"Gain a card costing up to $4 If it's an...Action card, gain a Horse;Treasure card, gain a Silver;Victory card, +1 Card and +1 Action.";+1?;+1?;;;;;;1, 1?;;False;False;True;card_pictures/Menagerie/Groom.jpg
518;Hostelry;Menagerie;['Action'];$4;+1 Card+2 ActionsWhen you gain this, you may discard any number of Treasures, revealed, to gain that many Horses.;+2;+1*-X;;;;;;*X;;False;False;True;card_pictures/Menagerie/Hostelry.jpg
519;Village Green;Menagerie;['Action', 'Duration', 'Reaction'];$4;Either now or at the start of your next turn, +1 Card and +2 Actions.When you discard this other than during Clean-up, you may play it.;+2?, N+2?;+1?, N+1?;;;;;;;;False;False;True;card_pictures/Menagerie/Village_Green.jpg
520;Fisherman;Menagerie;['Action'];$5*;+1 Card+1 Action+$1During your turns, if your discard pile is empty, this card cost $3 less.;+1;+1;;+$1;;;;;;False;False;True;card_pictures/Menagerie/Fisherman.jpg
521;Hunting Lodge;Menagerie;['Action'];$5;+1 Card+2 ActionYou may discard your hand for +5 Cards.;+2;+1, -X+5?;;;;;;;;False;False;True;card_pictures/Menagerie/Hunting_Lodge.jpg
522;Barge;Menagerie;['Action', 'Duration'];$5;Either now or at the start of your next turn, +3 Cards and +1 Buy.;;+3?, N+3?;+1? , N+1?;;;;;;;False;False;True;card_pictures/Menagerie/Barge.jpg
523;Coven;Menagerie;['Action', 'Attack'];$5;+1 Action+$2Each other player Exiles a Curse from the Supply. If they can't, they discard their Exiled Curses.;+1;;;+$2;;;1*;;;False;False;True;card_pictures/Menagerie/Coven.jpg
524;Displace;Menagerie;['Action'];$5;Exile a card from your hand. Gain a differently named card costing up to $2 more than it.;;;;;;1;;1;;False;False;True;card_pictures/Menagerie/Displace.jpg
525;Falconer;Menagerie;['Action', 'Reaction'];$5;Gain a card to your hand costing less than this.When any player gains a card with 2 or more types (Action, Attack, etc.), you may play this from your hand.;;;;;;;;1;;False;False;True;card_pictures/Menagerie/Falconer.jpg
526;Gatekeeper;Menagerie;['Action', 'Duration', 'Attack'];$5;At the start of your next turn, +$3. Until then, when another player gains an Action or Treasure card they don't have an Exiled copy of, they Exile it.;;;;N +$3;;;;;;False;False;True;card_pictures/Menagerie/Gatekeeper.jpg
527;Kiln;Menagerie;['Action'];$5;+$2The next time you play a card this turn, you may first gain a copy of it.;;;;+$2;;;;1?;;False;False;True;card_pictures/Menagerie/Kiln.jpg
528;Livery;Menagerie;['Action'];$5;+$3This turn, when you gain a card costing $4 or more, gain a Horse.;;;;+$3;;;;1?;;False;False;True;card_pictures/Menagerie/Livery.jpg
529;Mastermind;Menagerie;['Action', 'Duration'];$5;At the start of your next turn, you may play an Action card from your hand three times.;N P3;;;;;;;;;False;False;True;card_pictures/Menagerie/Mastermind.jpg
