CSO1;CSO2;Rule
royal_seal;rush;When you gain a card, you can decide whether to immediately play it using Rush, or topdeck it using Royal Seal.
royal_seal;siren;If you gain a Siren and choose to topdeck it using Royal Seal, you don't need to trash an Action card in order for it to stay in your deck.
royal_seal;villa;If you gain a Villa, you can decide whether to topdeck it using Royal Seal, or gain it to your hand. In any case, you will receive +1 Action and return to your Action phase if you're in your buy phase.
ruins;seaway;You may put the + Buy token on the Ruins pile using Seaway. This will affect all of its cards.
ruins;training;You may put the + $1 token on the Ruins pile using Training. This will affect all of its cards.
rush;search;When you gain the last Search and play it immediately using Rush, it will not be trashed and you will not gain a Loot due to its 'Next Time' wording. [This used to be bugged in the TGG client, let us know if it's resolved!]
rush;sheepdog;If you gain a card and use Sheepdog to cause a shuffle, you cannot play it using Rush anymore (but you could choose to resolve the on-gain play first).
rush;siren;If you gain a Siren and use Rush to play the Siren, Siren no longer requires you to trash an Action card from your hand in order to not trash the Siren.
rush;skirmisher;When you gain a Skirmisher and play it immediately using Rush, its effect will trigger, causing your opponents to discard.
rush;sleigh;When you gain a card, you can decide whether to immediately play it using Rush, or topdeck it using Sleigh.
rush;tiara;When you gain a card, you can decide whether to immediately play it using Rush, or topdeck it using Tiara.
rush;tracker;When you gain a card, you can decide whether to immediately play it using Rush, or topdeck it using Tracker.
rush;trail;If you gain a card and use Trail to cause a shuffle, you cannot play it using Rush anymore (but you could choose to resolve the on-gain play first).
rush;trappers_lodge;When you gain a card, you can decide whether to immediately play it using Rush, or topdeck it using Trapper's Lodge.
rush;travelling_fair;When you gain a card, you can decide whether to immediately play it using Rush, or topdeck it using Travelling Fair.
rush;watchtower;When you gain a card, you can decide whether to immediately play it using Rush, or topdeck it using Watchtower.
rush;way_of_the_seal;When you gain a card, you can decide whether to immediately play it using Rush, or topdeck it using Way of the Seal.
sailor;search;When you gain the last Search and play it immediately using Sailor, it will not be trashed and you will not gain a Loot due to its 'Next Time' wording. [This used to be bugged in the TGG client, let us know if it's resolved!]
sailor;siren;If you gain a Siren and use Sailor to play the Siren, Siren no longer requires you to trash an Action card from your hand in order to not trash the Siren.
sailor;way_of_the_chameleon;If you play Sailor using Way of the Chameleon, remember that Way of the Chameleon only affects stuff happening *this turn*, so on your next turn, you will get the normal bonus from Sailor.
samurai;way_of_the_chameleon;If you play Samurai using Way of the Chameleon, remember that Way of the Chameleon only affects stuff happening *this turn*, so on your future turns you will get the normal bonus from Samurai.
sauna/avanto;seaway;You may put the + Buy token on the Sauna/Avanto pile using Seaway. This will affect all of its cards.
sauna/avanto;training;You may put the + $1 token on the Sauna/Avanto pile using Training. This will affect all of its cards.
scavenger;trail;Playing Scavenger with a Trail in your deck does not count as discarding Trail, so you do not get to react.
scavenger;tunnel;Playing Scavenger with a Tunnel in your deck does not count as discarding Tunnel, so you do not get to react.
scavenger;village_green;Playing Scavenger with a Village Green in your deck does not count as discarding Village Green, so you do not get to react.
scavenger;weaver;Playing Scavenger with a Weaver in your deck does not count as discarding Weaver, so you do not get to react.
scepter;urchin;If you play an Urchin multiple times using Scepter, you may not trash this Urchin, since you need to play *another* attack card to be able to trash it.
scheme;walled_village;Since you count the Action cards for Walled Village first before topdecking cards with Scheme, even if you plan on topdecking an Action card, it still gets counted for Walled Village's assessment.
scrap;townsfolk;If you play a Scrap using Elder, you get to pick up to one additional option (but not a single option twice).
scrying_pool;stonemason;You may overpay with Potions when buying Stonemason to gain two Scrying Pools.
sculptor;sheepdog;If you gain a Sheepdog to your hand using Sculptor, you can immediately react to its own gain and play it.
sculptor;siren;If you gain a Siren and put it in your hand using Sculptor, you still need to trash an Action from your hand in order to not trash the Siren.
sea_witch;way_of_the_chameleon;If you play Sea Witch using Way of the Chameleon, remember that Way of the Chameleon only affects stuff happening *this turn*, so on your next turn, you will get the normal bonus from Sea Witch.
search;spell_scroll;When you gain the last Search and play it immediately using Spell Scroll, it will not be trashed and you will not gain a Loot due to its 'Next Time' wording. [This used to be bugged in the TGG client, let us know if it's resolved!]
seaway;settlers/bustling_village;You may put the + Buy token on the Settlers/Bustling Village pile using Seaway. This will affect all of its cards.
seaway;townsfolk;You may put the + Buy token on the Townsfolk pile using Seaway. This will affect all of its cards.
seaway;wizards;You may put the + Buy token on the Wizards pile using Seaway. This will affect all of its cards.
secret_cave;way_of_the_chameleon;If you play Secret Cave using Way of the Chameleon, remember that Way of the Chameleon only affects stuff happening *this turn*, so on your next turn, you will get the normal bonus from Secret Cave.
secret_chamber;way_of_the_butterfly;You can react your Secret Chamber's ability to an opponent playing an Attack card even if they play it as Way of the Butterfly.
secret_chamber;way_of_the_camel;You can react your Secret Chamber's ability to an opponent playing an Attack card even if they play it as Way of the Camel.
secret_chamber;way_of_the_chameleon;You can react your Secret Chamber's ability to an opponent playing an Attack card even if they play it as Way of the Chameleon.
secret_chamber;way_of_the_frog;You can react your Secret Chamber's ability to an opponent playing an Attack card even if they play it as Way of the Frog.
secret_chamber;way_of_the_goat;You can react your Secret Chamber's ability to an opponent playing an Attack card even if they play it as Way of the Goat.
secret_chamber;way_of_the_horse;You can react your Secret Chamber's ability to an opponent playing an Attack card even if they play it as Way of the Horse.
secret_chamber;way_of_the_mole;You can react your Secret Chamber's ability to an opponent playing an Attack card even if they play it as Way of the Mole.
secret_chamber;way_of_the_monkey;You can react your Secret Chamber's ability to an opponent playing an Attack card even if they play it as Way of the Monkey.
secret_chamber;way_of_the_mouse;You can react your Secret Chamber's ability to an opponent playing an Attack card even if they play it as Way of the Mouse.
secret_chamber;way_of_the_mule;You can react your Secret Chamber's ability to an opponent playing an Attack card even if they play it as Way of the Mule.
secret_chamber;way_of_the_otter;You can react your Secret Chamber's ability to an opponent playing an Attack card even if they play it as Way of the Otter.
secret_chamber;way_of_the_owl;You can react your Secret Chamber's ability to an opponent playing an Attack card even if they play it as Way of the Owl.
secret_chamber;way_of_the_ox;You can react your Secret Chamber's ability to an opponent playing an Attack card even if they play it as Way of the Ox.
secret_chamber;way_of_the_pig;You can react your Secret Chamber's ability to an opponent playing an Attack card even if they play it as Way of the Pig.
secret_chamber;way_of_the_rat;You can react your Secret Chamber's ability to an opponent playing an Attack card even if they play it as Way of the Rat.
secret_chamber;way_of_the_seal;You can react your Secret Chamber's ability to an opponent playing an Attack card even if they play it as Way of the Seal.
secret_chamber;way_of_the_sheep;You can react your Secret Chamber's ability to an opponent playing an Attack card even if they play it as Way of the Sheep.
secret_chamber;way_of_the_squirrel;You can react your Secret Chamber's ability to an opponent playing an Attack card even if they play it as Way of the Squirrel.
secret_chamber;way_of_the_turtle;You can react your Secret Chamber's ability to an opponent playing an Attack card even if they play it as Way of the Turtle.
secret_chamber;way_of_the_worm;You can react your Secret Chamber's ability to an opponent playing an Attack card even if they play it as Way of the Worm.
seize_the_day;wizards;If you play Lich and then buy Seize the Day, the Seize the Day turn is skipped, and your next turn proceeds as normal.
settlers/bustling_village;training;You may put the + $1 token on the Settlers/Bustling Village pile using Training. This will affect all of its cards.
sheepdog;siren;If you gain a Siren and somehow trigger a shuffle by drawing a card using Sheepdog, you are no longer required to trash an Action card for the Siren to stay in your deck.
sheepdog;soothsayer;If an opponent plays Soothsayer and you gain a Curse, you may react with Sheepdogs. Once you're done reacting, you draw a card due to Soothsayer, and if that card is a Sheepdog, it is too late for you to react with that one.
sheepdog;spell_scroll;If you gain a card and use Sheepdog to cause a shuffle, you cannot play it using Spell Scroll anymore (but you could choose to resolve the on-gain play first).
sheepdog;swap;If you gain a Sheepdog to your hand using Swap, you can immediately react to its own gain and play it.
sheepdog;transmogrify;If you gain a Sheepdog to your hand using Transmogrify, you can immediately react to its own gain and play it.
sheepdog;way_of_the_butterfly;When you react and play Sheepdog during another player's turn, you can decide to play it as Way of the Butterfly.
sheepdog;way_of_the_camel;When you react and play Sheepdog during another player's turn, you can decide to play it as Way of the Camel.
sheepdog;way_of_the_chameleon;When you react and play Sheepdog during another player's turn, you can decide to play it as Way of the Chameleon. Remember that +$ can't normally be used on other player's turns.
sheepdog;way_of_the_frog;When you react and play Sheepdog during another player's turn, you can decide to play it as Way of the Frog. Remember that + Action can't normally be used on other player's turns.
sheepdog;way_of_the_goat;When you react and play Sheepdog during another player's turn, you can decide to play it as Way of the Goat.
sheepdog;way_of_the_horse;When you react and play Sheepdog during another player's turn, you can decide to play it as Way of the Horse. Remember that + Action can't normally be used on other player's turns.
sheepdog;way_of_the_mole;When you react and play Sheepdog during another player's turn, you can decide to play it as Way of the Mole. Remember that + Action can't normally be used on other player's turns.
sheepdog;way_of_the_monkey;When you react and play Sheepdog during another player's turn, you can decide to play it as Way of the Monkey. Remember that +$ and + Buy can't normally be used on other player's turns.
sheepdog;way_of_the_mouse;When you react and play Sheepdog during another player's turn, you can decide to play it as Way of the Mouse. Remember that +$ and + Action and + Buy can't normally be used on other player's turns.
sheepdog;way_of_the_mule;When you react and play Sheepdog during another player's turn, you can decide to play it as Way of the Mule. Remember that +$ and + Action can't normally be used on other player's turns.
sheepdog;way_of_the_otter;When you react and play Sheepdog during another player's turn, you can decide to play it as Way of the Otter.
sheepdog;way_of_the_owl;When you react and play Sheepdog during another player's turn, you can decide to play it as Way of the Owl.
sheepdog;way_of_the_ox;When you react and play Sheepdog during another player's turn, you can decide to play it as Way of the Ox. Remember that + Action can't normally be used on other player's turns.
sheepdog;way_of_the_pig;When you react and play Sheepdog during another player's turn, you can decide to play it as Way of the Pig. Remember that + Action can't normally be used on other player's turns.
sheepdog;way_of_the_rat;When you react and play Sheepdog during another player's turn, you can decide to play it as Way of the Rat.
sheepdog;way_of_the_seal;When you react and play Sheepdog during another player's turn, you can decide to play it as Way of the Seal. Remember that +$ can't normally be used on other player's turns.
sheepdog;way_of_the_sheep;When you react and play Sheepdog during another player's turn, you can decide to play it as Way of the Sheep. Remember that +$ can't normally be used on other player's turns.
sheepdog;way_of_the_squirrel;When you react and play Sheepdog during another player's turn, you can decide to play it as Way of the Squirrel.
sheepdog;way_of_the_turtle;When you react and play Sheepdog during another player's turn, you can decide to play it as Way of the Turtle.
sheepdog;way_of_the_worm;When you react and play Sheepdog during another player's turn, you can decide to play it as Way of the Worm.
sheepdog;wish;If you gain a Sheepdog to your hand using Wish, you can immediately react to its own gain and play it.
siren;sleigh;If you gain a Siren and choose to topdeck it using Sleigh, you don't need to trash an Action card in order for it to stay in your deck.
siren;spell_scroll;If you gain a Siren and use Spell Scroll to play the Siren, Siren no longer requires you to trash an Action card from your hand in order to not trash the Siren.
siren;summon;If you gain a Siren and set it aside using Summon, you still need to trash an Action from your hand in order to not trash the Siren.
siren;swap;If you gain a Siren and put it in your hand using Swap, you still need to trash an Action from your hand in order to not trash the Siren.
siren;tiara;If you gain a Siren and choose to topdeck it using Tiara, you don't need to trash an Action card in order for it to stay in your deck.
siren;tracker;If you gain a Siren and choose to topdeck it using Tracker, you don't need to trash an Action card in order for it to stay in your deck.
siren;transmogrify;If you gain a Siren and put it in your hand using Transmogrify, you still need to trash an Action from your hand in order to not trash the Siren.
siren;trappers_lodge;If you gain a Siren and choose to topdeck it using Trapper's Lodge, you don't need to trash an Action card in order for it to stay in your deck.
siren;travelling_fair;If you gain a Siren and choose to topdeck it using Travelling Fair, you don't need to trash an Action card in order for it to stay in your deck.
siren;watchtower;If you gain a Siren and choose to topdeck it using Watchtower, you don't need to trash an Action card in order for it to stay in your deck.
siren;way_of_the_seal;If you gain a Siren and choose to topdeck it using Way of the Seal, you don't need to trash an Action card in order for it to stay in your deck.
siren;wish;If you gain a Siren and put it in your hand using Wish, you still need to trash an Action from your hand in order to not trash the Siren.
skirmisher;spell_scroll;When you gain a Skirmisher and play it immediately using Spell Scroll, its effect will trigger, causing your opponents to discard.
sleigh;villa;If you gain a Villa, you can decide whether to topdeck it using Sleigh, or gain it to your hand. In any case, you will receive +1 Action and return to your Action phase if you're in your buy phase.
smugglers;way_of_the_mouse;If Smugglers is the Mouse card and you are able to somehow play it during your opponent's turn, you are able to gain the cards they gained on their previous turn.
soothsayer;watchtower;If an opponent plays Soothsayer and you gain a Curse and draw a Watchtower, it is too late for you to react with that Watchtower to trash the Curse (or put the Curse onto your deck).
souk;way_of_the_chameleon;If you play a Souk as Way of the Chameleon, you will draw 7 cards, and then after drawing lose $1 for each card you have in your hand, without going below $0. 
specialist;urchin;If you play an Urchin multiple times using Specialist, you may not trash this Urchin, since you need to play *another* attack card to be able to trash it.
spell_scroll;trail;If you gain a card and use Trail to cause a shuffle, you cannot play it using Spell Scroll anymore (but you could choose to resolve the on-gain play first).
spell_scroll;way_of_the_butterfly;"When you play Spell Scroll, you can still decide to play it as Way of the Butterfly, whether you are in your Action or in your Buy phase.
If you play Spell Scroll using Way of the Butterfly, it will return to the top of the Loot pile and be the next Loot anyone gains."
spell_scroll;way_of_the_camel;When you play Spell Scroll, you can still decide to play it as Way of the Camel, whether you are in your Action or in your Buy phase.
spell_scroll;way_of_the_chameleon;When you play Spell Scroll, you can still decide to play it as Way of the Chameleon, whether you are in your Action or in your Buy phase.
spell_scroll;way_of_the_frog;When you play Spell Scroll, you can still decide to play it as Way of the Frog, whether you are in your Action or in your Buy phase. Remember that + Actions can't be used during your Buy phase.
spell_scroll;way_of_the_goat;When you play Spell Scroll, you can still decide to play it as Way of the Goat, whether you are in your Action or in your Buy phase.
spell_scroll;way_of_the_horse;"When you play Spell Scroll, you can still decide to play it as Way of the Horse, whether you are in your Action or in your Buy phase. Remember that + Actions can't be used during your Buy phase.
If you play Spell Scroll using Way of the Horse, it will return to the top of the Loot pile and be the next Loot anyone gains."
spell_scroll;way_of_the_mole;When you play Spell Scroll, you can still decide to play it as Way of the Mole, whether you are in your Action or in your Buy phase. Remember that + Actions can't be used during your Buy phase.
spell_scroll;way_of_the_monkey;When you play Spell Scroll, you can still decide to play it as Way of the Monkey, whether you are in your Action or in your Buy phase.
spell_scroll;way_of_the_mouse;When you play Spell Scroll, you can still decide to play it as Way of the Mouse, whether you are in your Action or in your Buy phase. Remember that + Actions can't be used during your Buy phase.
spell_scroll;way_of_the_mule;When you play Spell Scroll, you can still decide to play it as Way of the Mule, whether you are in your Action or in your Buy phase. Remember that + Actions can't be used during your Buy phase.
spell_scroll;way_of_the_otter;When you play Spell Scroll, you can still decide to play it as Way of the Otter, whether you are in your Action or in your Buy phase.
spell_scroll;way_of_the_owl;When you play Spell Scroll, you can still decide to play it as Way of the Owl, whether you are in your Action or in your Buy phase.
spell_scroll;way_of_the_ox;When you play Spell Scroll, you can still decide to play it as Way of the Ox, whether you are in your Action or in your Buy phase. Remember that + Actions can't be used during your Buy phase.
spell_scroll;way_of_the_pig;When you play Spell Scroll, you can still decide to play it as Way of the Pig, whether you are in your Action or in your Buy phase. Remember that + Actions can't be used during your Buy phase.
spell_scroll;way_of_the_rat;When you play Spell Scroll, you can still decide to play it as Way of the Rat, whether you are in your Action or in your Buy phase.
spell_scroll;way_of_the_seal;When you play Spell Scroll, you can still decide to play it as Way of the Seal, whether you are in your Action or in your Buy phase.
spell_scroll;way_of_the_sheep;When you play Spell Scroll, you can still decide to play it as Way of the Sheep, whether you are in your Action or in your Buy phase.
spell_scroll;way_of_the_squirrel;When you play Spell Scroll, you can still decide to play it as Way of the Squirrel, whether you are in your Action or in your Buy phase.
spell_scroll;way_of_the_turtle;When you play Spell Scroll, you can still decide to play it as Way of the Turtle, whether you are in your Action or in your Buy phase.
spell_scroll;way_of_the_worm;When you play Spell Scroll, you can still decide to play it as Way of the Worm, whether you are in your Action or in your Buy phase.
stonemason;university;You may overpay with Potions when buying Stonemason to gain two Universitys.
stonemason;wayfarer;Wayfarer will at first assume Stonemason's $2 cost after the overpay, and then the cost of whichever card you choose to gain first.
stowaway;way_of_the_butterfly;When you react and play Stowaway during another player's turn, you can decide to play it as Way of the Butterfly.
stowaway;way_of_the_camel;When you react and play Stowaway during another player's turn, you can decide to play it as Way of the Camel.
stowaway;way_of_the_chameleon;"When you react and play Stowaway during another player's turn, you can decide to play it as Way of the Chameleon. Remember that +$ can't normally be used on other player's turns.
If you play Stowaway using Way of the Chameleon, remember that Way of the Chameleon only affects stuff happening *this turn*, so on your next turn, you will get the normal bonus from Stowaway."
stowaway;way_of_the_frog;When you react and play Stowaway during another player's turn, you can decide to play it as Way of the Frog. Remember that + Action can't normally be used on other player's turns.
stowaway;way_of_the_goat;When you react and play Stowaway during another player's turn, you can decide to play it as Way of the Goat.
stowaway;way_of_the_horse;When you react and play Stowaway during another player's turn, you can decide to play it as Way of the Horse. Remember that + Action can't normally be used on other player's turns.
stowaway;way_of_the_mole;When you react and play Stowaway during another player's turn, you can decide to play it as Way of the Mole. Remember that + Action can't normally be used on other player's turns.
stowaway;way_of_the_monkey;When you react and play Stowaway during another player's turn, you can decide to play it as Way of the Monkey. Remember that +$ and + Buy can't normally be used on other player's turns.
stowaway;way_of_the_mouse;When you react and play Stowaway during another player's turn, you can decide to play it as Way of the Mouse. Remember that +$ and + Action and + Buy can't normally be used on other player's turns.
stowaway;way_of_the_mule;When you react and play Stowaway during another player's turn, you can decide to play it as Way of the Mule. Remember that +$ and + Action can't normally be used on other player's turns.
stowaway;way_of_the_otter;When you react and play Stowaway during another player's turn, you can decide to play it as Way of the Otter.
stowaway;way_of_the_owl;When you react and play Stowaway during another player's turn, you can decide to play it as Way of the Owl.
stowaway;way_of_the_ox;When you react and play Stowaway during another player's turn, you can decide to play it as Way of the Ox. Remember that + Action can't normally be used on other player's turns.
stowaway;way_of_the_pig;When you react and play Stowaway during another player's turn, you can decide to play it as Way of the Pig. Remember that + Action can't normally be used on other player's turns.
stowaway;way_of_the_rat;When you react and play Stowaway during another player's turn, you can decide to play it as Way of the Rat.
stowaway;way_of_the_seal;When you react and play Stowaway during another player's turn, you can decide to play it as Way of the Seal. Remember that +$ can't normally be used on other player's turns.
stowaway;way_of_the_sheep;When you react and play Stowaway during another player's turn, you can decide to play it as Way of the Sheep. Remember that +$ can't normally be used on other player's turns.
stowaway;way_of_the_squirrel;When you react and play Stowaway during another player's turn, you can decide to play it as Way of the Squirrel.
stowaway;way_of_the_turtle;When you react and play Stowaway during another player's turn, you can decide to play it as Way of the Turtle.
stowaway;way_of_the_worm;When you react and play Stowaway during another player's turn, you can decide to play it as Way of the Worm.
summon;transmogrify;If you buy Summon to set aside a Transmogrify and play it at the start of your next turn, you'll immediately be able to call it then.
swamp_hag;way_of_the_chameleon;If you play Swamp Hag using Way of the Chameleon, remember that Way of the Chameleon only affects stuff happening *this turn*, so on your next turn, you will get the normal bonus from Swamp Hag.
tactician;way_of_the_chameleon;If you play Tactician using Way of the Chameleon, remember that Way of the Chameleon only affects stuff happening *this turn*, so on your next turn, you will get the normal bonus from Tactician.
taskmaster;way_of_the_chameleon;If you play Taskmaster using Way of the Chameleon, remember that Way of the Chameleon only affects stuff happening *this turn*, so on your next turn, you will get the normal bonus from Taskmaster.
teacher;walled_village;Reserve cards such as Teacher only count as being Actions in play if you called them, not if you play them to put them onto your Tavern mat.
throne_room;urchin;If you play an Urchin multiple times using Throne Room, you may not trash this Urchin, since you need to play *another* attack card to be able to trash it.
tiara;villa;If you gain a Villa, you can decide whether to topdeck it using Tiara, or gain it to your hand. In any case, you will receive +1 Action and return to your Action phase if you're in your buy phase.
tireless;walled_village;Since you count the Action cards for Walled Village first before discarding cards from play, Tireless cards will still be considered in play for Walled Village's assessment.
townsfolk;townsfolk;"If you play a Blacksmith or Town Crier using Elder, the options you choose are resolved in the order they are on the card; if you e.g. choose to draw to 6 cards in hand and get +1 Card, +1 Action, you'll do the latter after the former, ending up with 7 cards in hand."
townsfolk;training;You may put the + $1 token on the Townsfolk pile using Training. This will affect all of its cards.
townsfolk;trusty_steed;If you play a Trusty Steed using Elder, you get to pick three of the options.
townsfolk;wild_hunt;If you play a Wild Hunt using Elder, you can first draw and put a token on the pile, and then immediately gain an Estate to take the VP from the pile.
tracker;villa;If you gain a Villa, you can decide whether to topdeck it using Tracker, or gain it to your hand. In any case, you will receive +1 Action and return to your Action phase if you're in your buy phase.
tragic_hero;way_of_the_chameleon;If you play Tragic Hero using Way of the Chameleon, getting +$ instead of drawing cards, Tragic Hero's condition will still be checked afterwards.
trail;trusty_steed;Playing Trusty Steed with a Trail in your deck does not count as discarding Trail, so you do not get to react.
trail;vassal;If you discard a Trail with Vassal and play it due to the discard effect, you don't get to play it again from the Vassal effect.
trail;way_of_the_butterfly;When you react and play Trail during another player's turn, you can decide to play it as Way of the Butterfly.
trail;way_of_the_camel;When you react and play Trail during another player's turn, you can decide to play it as Way of the Camel.
trail;way_of_the_chameleon;When you react and play Trail during another player's turn, you can decide to play it as Way of the Chameleon. Remember that +$ can't normally be used on other player's turns.
trail;way_of_the_frog;When you react and play Trail during another player's turn, you can decide to play it as Way of the Frog. Remember that + Action can't normally be used on other player's turns.
trail;way_of_the_goat;When you react and play Trail during another player's turn, you can decide to play it as Way of the Goat.
trail;way_of_the_horse;When you react and play Trail during another player's turn, you can decide to play it as Way of the Horse. Remember that + Action can't normally be used on other player's turns.
trail;way_of_the_mole;When you react and play Trail during another player's turn, you can decide to play it as Way of the Mole. Remember that + Action can't normally be used on other player's turns.
trail;way_of_the_monkey;When you react and play Trail during another player's turn, you can decide to play it as Way of the Monkey. Remember that +$ and + Buy can't normally be used on other player's turns.
trail;way_of_the_mouse;When you react and play Trail during another player's turn, you can decide to play it as Way of the Mouse. Remember that +$ and + Action and + Buy can't normally be used on other player's turns.
trail;way_of_the_mule;When you react and play Trail during another player's turn, you can decide to play it as Way of the Mule. Remember that +$ and + Action can't normally be used on other player's turns.
trail;way_of_the_otter;When you react and play Trail during another player's turn, you can decide to play it as Way of the Otter.
trail;way_of_the_owl;When you react and play Trail during another player's turn, you can decide to play it as Way of the Owl.
trail;way_of_the_ox;When you react and play Trail during another player's turn, you can decide to play it as Way of the Ox. Remember that + Action can't normally be used on other player's turns.
trail;way_of_the_pig;When you react and play Trail during another player's turn, you can decide to play it as Way of the Pig. Remember that + Action can't normally be used on other player's turns.
trail;way_of_the_rat;When you react and play Trail during another player's turn, you can decide to play it as Way of the Rat.
trail;way_of_the_seal;When you react and play Trail during another player's turn, you can decide to play it as Way of the Seal. Remember that +$ can't normally be used on other player's turns.
trail;way_of_the_sheep;When you react and play Trail during another player's turn, you can decide to play it as Way of the Sheep. Remember that +$ can't normally be used on other player's turns.
trail;way_of_the_squirrel;When you react and play Trail during another player's turn, you can decide to play it as Way of the Squirrel.
trail;way_of_the_turtle;When you react and play Trail during another player's turn, you can decide to play it as Way of the Turtle.
trail;way_of_the_worm;When you react and play Trail during another player's turn, you can decide to play it as Way of the Worm.
training;wizards;You may put the + $1 token on the Wizards pile using Training. This will affect all of its cards.
transmogrify;walled_village;Reserve cards such as Transmogrify only count as being Actions in play if you called them, not if you play them to put them onto your Tavern mat.
trappers_lodge;villa;If you gain a Villa, you can decide whether to topdeck it using Trapper's Lodge, or gain it to your hand. In any case, you will receive +1 Action and return to your Action phase if you're in your buy phase.
travelling_fair;villa;If you gain a Villa, you can decide whether to topdeck it using Travelling Fair, or gain it to your hand. In any case, you will receive +1 Action and return to your Action phase if you're in your buy phase.
treasury;villa;When you return to your Action phase using Villa, you are ending your Buy phase, so Treasury can trigger.
treasury;walled_village;Any topdecked Treasuries do not count as Action cards in play for Walled Village's topdecking.
trusty_steed;tunnel;Playing Trusty Steed with a Tunnel in your deck does not count as discarding Tunnel, so you do not get to react.
trusty_steed;village_green;Playing Trusty Steed with a Village Green in your deck does not count as discarding Village Green, so you do not get to react.
trusty_steed;weaver;Playing Trusty Steed with a Weaver in your deck does not count as discarding Weaver, so you do not get to react.
vassal;village_green;If you discard a Village Green with Vassal and play it due to the discard effect, you don't get to play it again from the Vassal effect.
vassal;weaver;If you discard a Weaver with Vassal and play it due to the discard effect, you don't get to play it again from the Vassal effect.
villa;watchtower;If you gain a Villa, you can decide whether to topdeck it using Watchtower, or gain it to your hand. In any case, you will receive +1 Action and return to your Action phase if you're in your buy phase.
villa;way_of_the_seal;If you gain a Villa, you can decide whether to topdeck it using Way of the Seal, or gain it to your hand. In any case, you will receive +1 Action and return to your Action phase if you're in your buy phase.
villa;wine_merchant;When you return to your Action phase using Villa, you are ending your Buy phase, so Wine Merchant can trigger.
village_green;way_of_the_butterfly;When you react and play Village Green during another player's turn, you can decide to play it as Way of the Butterfly.
village_green;way_of_the_camel;When you react and play Village Green during another player's turn, you can decide to play it as Way of the Camel.
village_green;way_of_the_chameleon;"When you react and play Village Green during another player's turn, you can decide to play it as Way of the Chameleon. Remember that +$ can't normally be used on other player's turns.
If you play Village Green using Way of the Chameleon, remember that Way of the Chameleon only affects stuff happening *this turn*, so on your next turn, you will get the normal bonus from Village Green."
village_green;way_of_the_frog;When you react and play Village Green during another player's turn, you can decide to play it as Way of the Frog. Remember that + Action can't normally be used on other player's turns.
village_green;way_of_the_goat;When you react and play Village Green during another player's turn, you can decide to play it as Way of the Goat.
village_green;way_of_the_horse;When you react and play Village Green during another player's turn, you can decide to play it as Way of the Horse. Remember that + Action can't normally be used on other player's turns.
village_green;way_of_the_mole;When you react and play Village Green during another player's turn, you can decide to play it as Way of the Mole. Remember that + Action can't normally be used on other player's turns.
village_green;way_of_the_monkey;When you react and play Village Green during another player's turn, you can decide to play it as Way of the Monkey. Remember that +$ and + Buy can't normally be used on other player's turns.
village_green;way_of_the_mouse;When you react and play Village Green during another player's turn, you can decide to play it as Way of the Mouse. Remember that +$ and + Action and + Buy can't normally be used on other player's turns.
village_green;way_of_the_mule;When you react and play Village Green during another player's turn, you can decide to play it as Way of the Mule. Remember that +$ and + Action can't normally be used on other player's turns.
village_green;way_of_the_otter;When you react and play Village Green during another player's turn, you can decide to play it as Way of the Otter.
village_green;way_of_the_owl;When you react and play Village Green during another player's turn, you can decide to play it as Way of the Owl.
village_green;way_of_the_ox;When you react and play Village Green during another player's turn, you can decide to play it as Way of the Ox. Remember that + Action can't normally be used on other player's turns.
village_green;way_of_the_pig;When you react and play Village Green during another player's turn, you can decide to play it as Way of the Pig. Remember that + Action can't normally be used on other player's turns.
village_green;way_of_the_rat;When you react and play Village Green during another player's turn, you can decide to play it as Way of the Rat.
village_green;way_of_the_seal;When you react and play Village Green during another player's turn, you can decide to play it as Way of the Seal. Remember that +$ can't normally be used on other player's turns.
village_green;way_of_the_sheep;When you react and play Village Green during another player's turn, you can decide to play it as Way of the Sheep. Remember that +$ can't normally be used on other player's turns.
village_green;way_of_the_squirrel;When you react and play Village Green during another player's turn, you can decide to play it as Way of the Squirrel.
village_green;way_of_the_turtle;When you react and play Village Green during another player's turn, you can decide to play it as Way of the Turtle.
village_green;way_of_the_worm;When you react and play Village Green during another player's turn, you can decide to play it as Way of the Worm.
way_of_the_butterfly;weaver;When you react and play Weaver during another player's turn, you can decide to play it as Way of the Butterfly.
way_of_the_butterfly;werewolf;When you play Werewolf, you can still decide to play it as Way of the Butterfly, whether you are in your Action or in your Night phase.
way_of_the_butterfly;zombie_apprentice;Since Zombie Apprentice doesn't have a pile, it will always fail to return when played using Way of the Butterfly.
way_of_the_butterfly;zombie_mason;Since Zombie Mason doesn't have a pile, it will always fail to return when played using Way of the Butterfly.
way_of_the_butterfly;zombie_spy;Since Zombie Spy doesn't have a pile, it will always fail to return when played using Way of the Butterfly.
way_of_the_camel;weaver;When you react and play Weaver during another player's turn, you can decide to play it as Way of the Camel.
way_of_the_camel;werewolf;When you play Werewolf, you can still decide to play it as Way of the Camel, whether you are in your Action or in your Night phase.
way_of_the_chameleon;weaver;When you react and play Weaver during another player's turn, you can decide to play it as Way of the Chameleon. Remember that +$ can't normally be used on other player's turns.
way_of_the_chameleon;wharf;If you play Wharf using Way of the Chameleon, remember that Way of the Chameleon only affects stuff happening *this turn*, so on your next turn, you will get the normal bonus from Wharf.
